title,location,experience,skills,company,salary,description,posted_date
Data Scientist,Pune,2-5 yrs,"SQL, Python, SAS, Troubleshooting, Data modeling, Ruby, Analytics...",Vodafone India Limited,  Not disclosed ,"Data scientist must have skillsStatistical,  mathematical,  predictive modeling skills Business strategy ...",24 days ago
"Senior Analyst - Spss, R, Machine Learning","Mumbai, Pune",3-8 yrs,"Analytics, SPSS, Analytical, Automation, Machine learning...",Vodafone India Limited,  Not disclosed ,The primary purpose of this role is to deliver analytical /  decision services to Vodafone s businesses ...,24 days ago
Data Developer/engineer,Pune,1-5 yrs,"Linux, Perl, Python, Open source, Configuration management, Coding...",Vodafone India Limited,  Not disclosed ,,29 days ago
Senior Data Analyst,Gurgaon,2-5 yrs,"report generation, strong analytical skills, statistics, advanced excel...",Weather Risk Management Services Private Limited,"    4,75,000 - 6,00,000 P.A.  ",The person should have strong analytical skills;Processing the large volumes of data in MS Excel to ...,29 days ago
Principal Software Engineer,Hyderabad,3-8 yrs,"software engineering, .Net, Machine Learning, Python, scripting...",Emids Technologies Pvt Ltd,  Not disclosed ,HI   I am currently looking for a .NET/ML/Python professional In Hyderabad for a Permanent ...,26 days ago
Assistant Manager/manager - Data Quality & Analytics with Univariety,Hyderabad(Banjara hills),3-6 yrs,"Deep Learning, Data Collection, Data Entry, Product Service, Data Quality...",International Educational Gateway Private Limited,  Not disclosed ,"The data revolves around colleges, courses, careers, rankings, placements, growth rates and many other ...",29 days ago
Lead Project Manager - Risk Consultant,"Delhi NCR, Greater Noida, Mumbai, Navi Mumbai, Noida",5-10 yrs,"Risk Consultant, Risk Management consulting, credit, Machine learning, Risk...",Fortune HR Consultant,  Not disclosed ,- Strong grounding in credit and risk analysis and a good understanding of relevant widely used ...,25 days ago
Avp/vp -credit Risk Analytics,Gurgaon,10-18 yrs,"SAS, Linear Regression, Credit Risk Management, R, Predictive Analytics...",Premium,  Not disclosed ,Interact with customers and other external parties whenever required;Strong business acumen with prior ...,26 days ago
Software Developer - Python/ Ruby on Rails/ Java,Bengaluru,2-5 yrs,"Deep Learning, Python, Java, Machine Learning, Ruby, Software Development...",Startup - Intello Labs,  Not disclosed ,"If you are passionate to work in a start-up environment and create impact, Please apply. ...",24 days ago
Product Head - Search Engineering - Ecommerce,Singapore,5-8 yrs,"Natural Language Processing, Machine Learning, Algorithms, Search Engine...",Premium,  Not disclosed ,- At least 5 years- experience in natural language programming experience including semantic ...,26 days ago
Head - Search Engineering - Nlp/machine Learning,Singapore,5-8 yrs,"Natural Language Processing, Machine Learning, NLP, Algorithms...",Emploi Consultancy,  Not disclosed ,- At least 5 years- experience in natural language programming experience including semantic ...,25 days ago
Data Scientist - Machine Learning,Pune,3-8 yrs,"machine learning, natural language processing, deep learning",Volkswagen IT Services India Pvt. Ltd,  Not disclosed ,"Following qualifications and competencies are required:;Practical experience in finance, procurement, ...",24 days ago
Urgent Requirement for AI Developer,Kochi,3-8 yrs,"Python, Machine Learning, Data Analysis, Tensorflow, Google Cloud Platform,...",Netstratum Technologies Pvt. Ltd,  Not disclosed ,2.	Experience in developing applications using artificial intelligence/machine learning technology;1. ...,29 days ago
Catalog Manager,Bengaluru,0-1 yrs,"Data Analysis, Data Quality, Training Management, Machine Learning, Catalog...",glowroad-Startup,  Not disclosed ,Job Description:  Main KRA includes Product Listing and Audit for Product Uploads across ...,30 days ago
Data Scientist - Modeling/ Visualization - Quantzig,Bengaluru,1-4 yrs,"R, Machine Learning, Python, Customer Analytics, Data Analytics...",Infiniti Research,  Not disclosed ,- You should possess customer-centric thought process and is able to understand clients business ...,29 days ago
Senior Manager- Process Excellence/ Continous Improvement,"Chennai, Kolkata, Mumbai",12-18 yrs,"machine learning, artificial intelligence, lean six sigma...",Enrich & Enlight Business consulting,  Not disclosed ,"Work Experience Required;""12-18 Years experience in Quality and  Black belt certification must. ...",30 days ago
Data Scientist - Fintech/banking Sector,Bengaluru,3-8 yrs,"deep learning, machine learning, r, python, data mining, advanced analytics...",Independent Consultant,  Not disclosed ,Must be capable of connecting with businesses and enable customer in consuming actionable insights;Over ...,25 days ago
Python Developer - Django Framework,Bengaluru,2-6 yrs,"Python, Django, Machine Learning, Html5, Data Analytics, Microservices...",Independent Consultant,  Not disclosed ,"The founders are proven leaders in Banking, Digital and Technology who graduated from IIT and ...",26 days ago
Software Engineering Architect - Applications,Pune,10-12 yrs,"design patterns, product management, software solutions...",ZS Associates {India} Pvt Ltd,  Not disclosed ,"2+ years of exposure to big data technologies (SPARK, SCALA, HADOOP etc.) stack is preferred;;4+ years ...",29 days ago
Kgs-rc-frm- Actuarial- Executive - Predictive Modeling,Bengaluru,3-7 yrs,"customer analytics, finance, model development, predictive modeling...",KPMG,  Not disclosed ,,30 days ago
Data Warehousing Lead - Database Architecture,Chennai,3-7 yrs,"Java, Machine Learning, SQL, Artificial Intelligence, Python...",Monexo Fintech,  Not disclosed ,- Good communication skills and ability to effective communicate technical aspect in easy to understand ...,29 days ago
Excellent Job Opportunity as a Image Processing Engineer,Pune,3-6 yrs,"Computer Vision, C, Image Processing, MATLAB, C++, Machine Learning...",FUTURISM TECHNOLOGIES PVT LTD,"    3,00,000 - 5,50,000 P.A.  ",Minimum of 3 years relevant work experience in the field of computer vision and machine learning;Minimum ...,30 days ago
Hiring for AI (artificial Intelligence) and Machine Learning,Chennai,5-10 yrs,"Machine Learning, Natural Language Processing, Python, NLP...",Gisbiz Technologies Pvt Ltd,"    5,00,000 - 15,00,000 P.A.  ",Development experience in Python with good command over matrix algebra and statistics libraries ...,30 days ago
Senior Technical Recruiter,Bengaluru,4-6 yrs,"python, Hadoop, Machine learning, AI, Embedded Software, ASIC, FPGA, etc.",Innovative Logic Design Services Pvt Ltd,  Not disclosed ,Looking for Senior Technical Recruiter who has 5+ years of recruiting experience sourcing resumes for ...,30 days ago
Job Opening for Business Analyst for Gurgaon Location.,Gurgaon,4-7 yrs,"nlp, machine learning, data analysis, r, data mining, python...",TCI Express Ltd,"    5,00,000 - 7,00,000 P.A.  ","Critical Thinking: as an analysts must be able to look at the numbers, trends, and data and come to new ...",30 days ago
Technical Lead- Computer Vision,Bengaluru(New Thippasandra),5-8 yrs,"product research, computer vision, labview, machine learning...",Zentron Labs Pvt. Ltd.,  Not disclosed ,BTech/MTech with 5-8 years experience in Computer Vision;Experience in using OpenCV or other open source ...,29 days ago
Walk In Drive at Zycus - Trainee Procurement Analyst -spend,Mumbai,0-3 yrs,"BE, Fresher, Data Analysis, data mining, machine learning",Zycus Infotech Pvt Ltd,"    3,75,000 - 5,00,000 P.A.  ",Depending on the performance and candidates evaluation during the Induction Training and Certification ...,18 days ago
Pythonr Machine Learning Algorithims Lead,Pune,7-9 yrs,"Technical Lead, Python, MVC, Middleware, Consulting, Information technology...",Atos Pvt Ltd,  Not disclosed ,"Business Acumen Ability to command the respect of not only information technology peers ,  but also ...",30 days ago
Cheif Technology Officer - Enterprise Solutions (mumbai),Mumbai(Charni Road),12-15 yrs,"Software Product Development, enterprise solutions, Software Architecture...",S.C.S. Pvt Ltd.,  Not disclosed ,"Demonstrated experience leading technical engagements including proposal development, estimation, and ...",17 days ago
Machine Learning Specialist  - H1B Transfer(us Opportunity),United States (U.S),7-10 yrs,"AWS, Python, Machine Learning, Algorithms, GIT, Agile",Data Core Systems Inc.,  Not disclosed ,"At least three years of progressively ambitious work experience related to algorithm design, software ...",15 days ago
Tracxn - Technology - Software Engineer - Backend (0-3 Years),Bengaluru,0-3 yrs,"software developer, javascript, java, mysql, server side, backend developer...",Tracxn Technologies Pvt Ltd.,  Not disclosed ,"- Good command over Data Structure, Algorithms;- Good design ...",9 days ago
Algorithm Engineer,Hyderabad,2-7 yrs,"MFC, C#, WCF, C#.Net, MS SQL Server, C++, VC++, ASP.Net, LINQ, QT...",OSI Systems Pvt. Ltd.,"    5,00,000 - 12,00,000 P.A.  ",He/She should be able to effectively work within a team of technically strong engineers;Excellent ...,25 days ago
Business Analyst - IoT Solution (BD) - Mumbai,Mumbai(Charni Road),1-2 yrs,"Business Development, Business Analysis, Marketing, IOT, Machine Learning...",S.C.S. Pvt Ltd.,  Not disclosed ,Utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels ...,15 days ago
Karvy - Job Opening for Lead Data Scientist for VP / Director Role,Hyderabad,9-14 yrs,"Data Mining, Data Analysis, Machine Learning, Analytics, Big Data, Analysis...",Karvy Stock Broking Limited,"    25,00,000 - 40,00,000 P.A.  ",,29 days ago
Accenture is Hiring for FS Analytics-bangalore,Bengaluru,1-6 yrs,"machine learning, r, data mining, spark, data analytics, statistics...",Accenture Solutions Pvt Ltd,"    8,00,000 - 16,00,000 P.A.  ","Up to 5 years experience in data analytics, model building using traditional methods / machine learning, ...",29 days ago
Team Lead/ AVP/ VP - Credit - BFSI,Mumbai,9-14 yrs,"Banking, Finance, Credit Underwriting, Credit Assessment...",Premium,  Not disclosed ,"Prior experience in retail loans credit underwriting is compulsory;Required Skills: Credit policies, ...",30 days ago
Lead Java Developer,Kochi,7-10 yrs,"Deep Learning, Core Java, WS, SAML, Web Technologies, Machine Learning, Web...",Premium,  Not disclosed ,Excellent knowledge in Single Sign On SAML/ WSFederation Encryption Certificates Hands on experience in ...,30 days ago
Looking for Researchers (Phd only Apply),Chennai,6-11 yrs,"r, statistics, data analyst, quantitative research, machine learning, phd...",DEEP VALUE TECHNOLOGY PVT LTD,"    30,00,000 - 45,00,000 P.A. Best in the industry  ","Good English speaking skills, and be able to communicate and understand complex ideas easily;Understand, ...",22 days ago
Tracxn - Technology - Lead - Backend (4-7 Years),Bengaluru,4-7 yrs,"Software Developer, Javascript, Java, Server Side, MYSQL, Software Engineer...",Tracxn Technologies Pvt Ltd,  Not disclosed ,- Hands on experience building end to end systems;- The ability to own end to end responsibility - right ...,5 days ago
Tracxn - Technology - Senior Software Engineer - Backend (2-5 Years),Bengaluru,2-5 yrs,"software developer, javascript, server side, java, mysql, backend developer...",Tracxn Technologies Pvt Ltd,  Not disclosed ,"- Good command over Data Structure, Algorithms;- Good design ...",11 days ago
Tracxn - Technology - Lead - Full Stack (4-7 Years),Bengaluru,4-7 yrs,"Software Developer, Javascript, React.Js, Full Stack, Java, CSS...",Tracxn Technologies Pvt Ltd,  Not disclosed ,- Hands on experience building end to end systems;- The ability to own end to end responsibility - right ...,5 days ago
Tracxn - Technology - Senior Software Engineer - Full Stack(2-5 Years),Bengaluru,2-5 yrs,"software developer, react.js, javascript, java, full stack, css, mysql, web...",Tracxn Technologies Pvt Ltd,  Not disclosed ,"- Good command over Data Structure, Algorithms;- Good design ...",11 days ago
Senior Software Engineer- BI,Mumbai,5-8 yrs,"BI, Microsoft T - SQL, SQL Server Integration Services, SSIS, SQL...",Continuum Managed Solutions Private Limited,  Not disclosed ,5+ years professional experience in BI development- ETL and Reporting;Demonstrated experience writing ...,15 days ago
Assistant Manager - Sas/python/r - KPO,Bengaluru,4-6 yrs,"SAS SQL, Machine Learning, R, Data Extraction, Excel, Python...",HuQuo,  Not disclosed ,At least 4-6 yr experience in Analytics;- Preferred candidates from banking domain or have undertaken or ...,15 days ago
Data Scientist,Gurgaon,1-3 yrs,"Machine Learning, SQL, Python, Spark, SCALA, R, Hadoop, Java, Data Mining...",Decision Point,  Not disclosed ,- Experience in leading or collaborating with a team of data scientists and engineers in developing and ...,15 days ago
Lead Applied Scientist - AI - Machine Learning Platform,"Chandigarh, Delhi",3-8 yrs,"C, Artificial Intelligence, Natural Language Processing, Java, Algorithms...",Simplify Reality,  Not disclosed ,1+ years of experience with artificial intelligence or machine learning techniques;PhD with ...,15 days ago
Manager - Sas/python/r - KPO,Bengaluru,5-7 yrs,"SAS SQL, Machine Learning, R, Data Extraction, Excel, Python...",HuQuo,  Not disclosed ,At least 5-7 yr experience in Analytics;- Preferred candidates from banking domain or have undertaken or ...,15 days ago
Senior Consultant - SAS/ Python/ R - KPO - Iisc/ ISI/ IIT,Bengaluru,2-4 yrs,"Machine Learning, SAS SQL, R, Data Extraction, Excel, Python...",HuQuo,  Not disclosed ,At least 2-4 yr experience in Analytics;- Preferred candidates from banking domain or have undertaken or ...,15 days ago
